match_id,team_a_id,team_b_id,team_a_win_rate,team_b_win_rate,team_a_recent_win_rate,team_b_recent_win_rate,team_a_matches_played,team_b_matches_played,team_a_avg_acs,team_b_avg_acs,avg_acs_diff,team_a_recent_acs,team_b_recent_acs,recent_acs_diff,h2h_a_win_rate,win_rate_diff,recent_win_rate_diff,team_a_won
706350,2,188,0.5,0.5,0.5,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1
701042,12064,13576,1.0,0.0,1.0,0.0,1,2,221.4,168.95,52.45000000000002,221.4,168.95,52.45000000000002,0.5,1.0,1.0,1
698886,4050,11060,0.5,0.5,0.5,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1
701043,731,11328,1.0,0.6666666666666666,1.0,0.6666666666666666,3,3,222.94285714285715,196.83333333333334,26.109523809523807,222.94285714285715,196.83333333333334,26.109523809523807,0.5,0.33333333333333337,0.33333333333333337,1
698887,8185,278,0.5,0.5,0.5,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1
701044,12685,1120,0.0,0.0,0.0,0.0,2,1,158.65,194.0,-35.349999999999994,158.65,194.0,-35.349999999999994,0.5,0.0,0.0,0
712807,8877,6392,0.5,1.0,0.5,1.0,0,1,0.0,235.5,-235.5,0.0,235.5,-235.5,0.5,-0.5,-0.5,1
712808,2059,4915,0.5,1.0,0.5,1.0,0,1,0.0,220.8,-220.8,0.0,220.8,-220.8,0.5,-0.5,-0.5,1
706351,427,5248,0.5,0.5,0.5,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0
706352,2355,6961,0.5,0.5,0.5,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0
698888,878,918,0.5,0.5,0.5,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0
701045,14137,12010,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,3,3,190.875,198.075,-7.199999999999989,190.875,198.075,-7.199999999999989,0.5,-0.3333333333333333,-0.3333333333333333,0
698889,624,14,0.5,0.5,0.5,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0
701046,1119,13581,0.5,0.5,0.5,0.5,2,2,211.52,209.64,1.8800000000000239,211.52,209.64,1.8800000000000239,0.5,0.0,0.0,0
712809,12694,1184,1.0,0.0,1.0,0.0,1,1,205.13333333333333,192.1,13.033333333333331,205.13333333333333,192.1,13.033333333333331,0.5,1.0,1.0,0
712810,1001,474,0.5,0.0,0.5,0.0,0,1,0.0,164.2,-164.2,0.0,164.2,-164.2,0.5,0.5,0.5,0
706353,11058,120,0.5,0.5,0.5,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0
706354,1034,7386,0.5,0.5,0.5,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1
701047,12685,12064,0.0,1.0,0.0,1.0,3,2,168.26666666666668,219.76,-51.49333333333331,168.26666666666668,219.76,-51.49333333333331,0.5,-1.0,-1.0,0
698890,11060,17,0.0,1.0,0.0,1.0,1,1,194.93333333333334,213.8,-18.866666666666674,194.93333333333334,213.8,-18.866666666666674,0.5,-1.0,-1.0,0
701048,11981,13790,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,3,3,204.34285714285716,200.9142857142857,3.428571428571445,204.34285714285716,200.9142857142857,3.428571428571445,0.5,0.3333333333333333,0.3333333333333333,0
698891,8185,6199,1.0,0.0,1.0,0.0,1,1,204.26666666666668,195.53333333333333,8.733333333333348,204.26666666666668,195.53333333333333,8.733333333333348,0.5,1.0,1.0,0
701049,1120,13576,0.5,0.0,0.5,0.0,2,3,208.32,176.74285714285713,31.57714285714286,208.32,176.74285714285713,31.57714285714286,0.5,0.5,0.5,1
712811,14419,8877,0.0,1.0,0.0,1.0,1,1,193.2,209.0,-15.800000000000011,193.2,209.0,-15.800000000000011,0.5,-1.0,-1.0,0
712812,2059,397,1.0,0.5,1.0,0.5,1,0,204.0,0.0,204.0,204.0,0.0,204.0,0.5,0.5,0.5,0
701050,14137,1119,0.25,0.3333333333333333,0.25,0.3333333333333333,4,3,190.4181818181818,204.94285714285715,-14.524675324675343,190.4181818181818,204.94285714285715,-14.524675324675343,0.5,-0.08333333333333331,-0.08333333333333331,0
701051,12010,13581,0.75,0.6666666666666666,0.75,0.6666666666666666,4,3,201.63636363636363,211.6,-9.963636363636368,201.63636363636363,211.6,-9.963636363636368,0.5,0.08333333333333337,0.08333333333333337,1
701052,13576,12685,0.0,0.0,0.0,0.0,4,4,179.95555555555555,179.26666666666668,0.6888888888888687,179.95555555555555,179.26666666666668,0.6888888888888687,0.5,0.0,0.0,1
701053,1120,12064,0.6666666666666666,1.0,0.6666666666666666,1.0,3,3,211.74285714285713,208.7,3.0428571428571445,211.74285714285713,208.7,3.0428571428571445,0.5,-0.33333333333333337,-0.33333333333333337,0
701054,13581,13790,0.5,0.5,0.5,0.5,4,4,205.14,203.6,1.539999999999992,205.14,203.6,1.539999999999992,0.5,0.0,0.0,1
701055,1119,11981,0.5,0.5,0.5,0.5,4,4,209.73333333333332,204.88,4.853333333333325,209.73333333333332,204.88,4.853333333333325,0.5,0.0,0.0,1
712814,1184,3478,0.5,0.0,0.5,0.0,2,1,202.0,185.66666666666666,16.333333333333343,202.0,185.66666666666666,16.333333333333343,0.5,0.5,0.5,1
712815,2593,8877,1.0,1.0,1.0,1.0,1,2,207.2,209.75,-2.5500000000000114,207.2,209.75,-2.5500000000000114,0.5,0.0,0.0,1
698892,918,4050,1.0,1.0,1.0,1.0,1,1,213.3,186.6,26.700000000000017,213.3,186.6,26.700000000000017,0.5,0.0,0.0,1
701056,731,12064,1.0,1.0,1.0,1.0,4,4,211.42,208.4,3.019999999999982,211.42,208.4,3.019999999999982,0.5,0.0,0.0,0
698893,14,11229,1.0,1.0,1.0,1.0,1,1,195.53333333333333,205.26666666666668,-9.733333333333348,195.53333333333333,205.26666666666668,-9.733333333333348,0.5,0.0,0.0,0
701057,11328,1120,0.5,0.5,0.5,0.5,4,4,191.8,208.57777777777778,-16.77777777777777,191.8,208.57777777777778,-16.77777777777777,0.5,0.0,0.0,0
712816,6392,1001,0.5,0.0,0.5,0.0,2,1,206.85,209.7,-2.8499999999999943,206.85,209.7,-2.8499999999999943,0.5,0.5,0.5,0
712817,12694,4915,0.5,0.5,0.5,0.5,2,2,199.96,205.0,-5.039999999999992,199.96,205.0,-5.039999999999992,0.5,0.0,0.0,1
706355,5248,2359,1.0,1.0,1.0,1.0,1,1,221.1,197.8,23.299999999999983,221.1,197.8,23.299999999999983,0.5,0.0,0.0,0
706356,427,7386,0.0,0.0,0.0,0.0,1,1,183.7,183.93333333333334,-0.2333333333333485,183.7,183.93333333333334,-0.2333333333333485,0.5,0.0,0.0,0
698894,878,5448,0.0,0.0,0.0,0.0,1,1,188.4,196.9,-8.5,188.4,196.9,-8.5,0.5,0.0,0.0,0
701058,12685,14137,0.0,0.2,0.0,0.2,5,5,181.98181818181817,188.15384615384616,-6.1720279720279905,181.98181818181817,188.15384615384616,-6.1720279720279905,0.5,-0.2,-0.2,1
698895,278,624,0.0,0.0,0.0,0.0,1,1,196.2,198.33333333333334,-2.133333333333354,196.2,198.33333333333334,-2.133333333333354,0.5,0.0,0.0,0
701059,1120,1119,0.6,0.6,0.6,0.6,5,5,207.38333333333333,206.9,0.48333333333332007,207.38333333333333,206.9,0.48333333333332007,0.5,0.0,0.0,1
712818,1184,397,0.6666666666666666,1.0,0.6666666666666666,1.0,3,1,203.22857142857143,196.7,6.528571428571439,203.22857142857143,196.7,6.528571428571439,0.5,-0.33333333333333337,-0.33333333333333337,1
712819,474,2593,0.5,1.0,0.5,1.0,2,2,190.45,198.28,-7.8300000000000125,190.45,198.28,-7.8300000000000125,0.5,-0.5,-0.5,1
706357,2406,1034,0.0,1.0,0.0,1.0,1,1,208.46666666666667,207.46666666666667,1.0,208.46666666666667,207.46666666666667,1.0,0.5,-1.0,-1.0,0
706358,120,2355,1.0,0.0,1.0,0.0,1,1,208.86666666666667,182.33333333333334,26.53333333333333,208.86666666666667,182.33333333333334,26.53333333333333,0.5,1.0,1.0,1
698897,11060,918,0.0,1.0,0.0,1.0,2,2,190.86666666666667,219.2,-28.333333333333314,190.86666666666667,219.2,-28.333333333333314,0.5,-1.0,-1.0,1
701060,13576,11981,0.2,0.4,0.2,0.4,5,5,186.83636363636364,206.53846153846155,-19.702097902097904,186.83636363636364,206.53846153846155,-19.702097902097904,0.5,-0.2,-0.2,0
698898,6199,14,0.5,0.5,0.5,0.5,2,2,207.6,199.76,7.840000000000003,207.6,199.76,7.840000000000003,0.5,0.0,0.0,0
701061,731,13581,0.8,0.6,0.8,0.6,5,5,209.9,205.27692307692308,4.623076923076923,209.9,205.27692307692308,4.623076923076923,0.5,0.20000000000000007,0.20000000000000007,0
712820,3478,2059,0.0,0.5,0.0,0.5,2,2,188.26666666666668,204.56,-16.293333333333322,188.26666666666668,204.56,-16.293333333333322,0.5,-0.5,-0.5,0
712821,6392,14419,0.3333333333333333,0.0,0.3333333333333333,0.0,3,2,191.76666666666668,179.4,12.366666666666674,191.76666666666668,179.4,12.366666666666674,0.5,0.3333333333333333,0.3333333333333333,0
706359,11058,188,0.0,0.0,0.0,0.0,1,1,192.53333333333333,178.66666666666666,13.866666666666674,192.53333333333333,178.66666666666666,13.866666666666674,0.5,0.0,0.0,1
706360,2,6961,1.0,1.0,1.0,1.0,1,1,197.4,206.13333333333333,-8.73333333333332,197.4,206.13333333333333,-8.73333333333332,0.5,0.0,0.0,1
698899,624,8185,0.5,0.5,0.5,0.5,2,2,201.56,198.6,2.960000000000008,201.56,198.6,2.960000000000008,0.5,0.0,0.0,1
701062,11328,13790,0.4,0.4,0.4,0.4,5,5,191.43333333333334,203.55384615384617,-12.120512820512829,191.43333333333334,203.55384615384617,-12.120512820512829,0.5,0.0,0.0,1
698901,17,878,1.0,0.0,1.0,0.0,2,2,208.76,183.65,25.109999999999985,208.76,183.65,25.109999999999985,0.5,1.0,1.0,1
701063,12064,12010,1.0,0.8,1.0,0.8,5,5,208.66666666666666,205.38571428571427,3.2809523809523853,208.66666666666666,205.38571428571427,3.2809523809523853,0.5,0.19999999999999996,0.19999999999999996,1
712822,397,4915,0.5,0.3333333333333333,0.5,0.3333333333333333,2,3,195.96,198.4857142857143,-2.5257142857142867,195.96,198.4857142857143,-2.5257142857142867,0.5,0.16666666666666669,0.16666666666666669,1
712823,1001,8877,0.5,0.6666666666666666,0.5,0.6666666666666666,2,3,220.25,209.42857142857142,10.821428571428584,220.25,209.42857142857142,10.821428571428584,0.5,-0.16666666666666663,-0.16666666666666663,0
706361,427,2359,0.0,1.0,0.0,1.0,2,2,170.4,209.16,-38.75999999999999,170.4,209.16,-38.75999999999999,0.5,-1.0,-1.0,0
706362,2406,7386,0.0,0.5,0.0,0.5,2,2,193.6,207.72,-14.120000000000005,193.6,207.72,-14.120000000000005,0.5,-0.5,-0.5,0
712824,14419,474,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,3,3,197.36666666666667,206.53333333333333,-9.166666666666657,197.36666666666667,206.53333333333333,-9.166666666666657,0.5,-0.3333333333333333,-0.3333333333333333,0
712825,12694,2059,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,3,204.45714285714286,211.25714285714287,-6.800000000000011,204.45714285714286,211.25714285714287,-6.800000000000011,0.5,0.0,0.0,0
698902,11229,278,1.0,0.0,1.0,0.0,2,2,205.76,197.4,8.359999999999985,205.76,197.4,8.359999999999985,0.5,1.0,1.0,0
698903,4050,5448,0.5,0.5,0.5,0.5,2,2,173.24,208.3,-35.06,173.24,208.3,-35.06,0.5,0.0,0.0,0
712826,4915,3478,0.25,0.0,0.25,0.0,4,3,193.38,185.575,7.805000000000007,193.38,185.575,7.805000000000007,0.5,0.25,0.25,1
712827,6392,2593,0.25,0.6666666666666666,0.25,0.6666666666666666,4,3,188.075,187.31428571428572,0.7607142857142719,188.075,187.31428571428572,0.7607142857142719,0.5,-0.41666666666666663,-0.41666666666666663,1
706364,2355,11058,0.0,0.5,0.0,0.5,2,2,169.08,204.96,-35.879999999999995,169.08,204.96,-35.879999999999995,0.5,-0.5,-0.5,0
706365,120,2,1.0,1.0,1.0,1.0,2,2,218.96,201.32,17.640000000000015,218.96,201.32,17.640000000000015,0.5,0.0,0.0,1
698904,6199,624,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,3,3,195.65714285714284,210.8,-15.142857142857167,195.65714285714284,210.8,-15.142857142857167,0.5,-0.3333333333333333,-0.3333333333333333,0
698905,918,17,0.6666666666666666,1.0,0.6666666666666666,1.0,3,3,206.34285714285716,204.6,1.7428571428571615,206.34285714285716,204.6,1.7428571428571615,0.5,-0.33333333333333337,-0.33333333333333337,0
712828,397,12694,0.6666666666666666,0.5,0.6666666666666666,0.5,3,4,200.775,199.48,1.295000000000016,200.775,199.48,1.295000000000016,0.5,0.16666666666666663,0.16666666666666663,1
712829,14419,1001,0.25,0.3333333333333333,0.25,0.3333333333333333,4,3,191.2,199.8,-8.600000000000023,191.2,199.8,-8.600000000000023,0.5,-0.08333333333333331,-0.08333333333333331,0
706366,188,6961,0.0,0.5,0.0,0.5,2,2,173.28,191.84,-18.560000000000002,173.28,191.84,-18.560000000000002,0.5,-0.5,-0.5,0
706367,5248,7386,0.5,0.6666666666666666,0.5,0.6666666666666666,2,3,191.3,208.4857142857143,-17.185714285714283,191.3,208.4857142857143,-17.185714285714283,0.5,-0.16666666666666663,-0.16666666666666663,0
698906,14,278,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,3,3,208.05714285714285,192.225,15.832142857142856,208.05714285714285,192.225,15.832142857142856,0.5,0.3333333333333333,0.3333333333333333,0
698907,4050,878,0.3333333333333333,0.0,0.3333333333333333,0.0,3,3,187.475,193.71428571428572,-6.239285714285728,187.475,193.71428571428572,-6.239285714285728,0.5,0.3333333333333333,0.3333333333333333,0
712830,1184,2059,0.75,0.75,0.75,0.75,4,4,200.76,210.4,-9.640000000000015,200.76,210.4,-9.640000000000015,0.5,0.0,0.0,0
712831,8877,474,0.75,0.75,0.75,0.75,4,4,216.26666666666668,208.175,8.091666666666669,216.26666666666668,208.175,8.091666666666669,0.5,0.0,0.0,1
706368,427,2406,0.0,0.0,0.0,0.0,3,3,163.1,194.54285714285714,-31.44285714285715,163.1,194.54285714285714,-31.44285714285715,0.5,0.0,0.0,1
706369,2359,1034,1.0,1.0,1.0,1.0,3,2,212.25714285714287,207.84,4.4171428571428635,212.25714285714287,207.84,4.4171428571428635,0.5,0.0,0.0,0
698908,11229,8185,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,3,3,206.325,185.28571428571428,21.03928571428571,206.325,185.28571428571428,21.03928571428571,0.5,0.3333333333333333,0.3333333333333333,1
698909,5448,11060,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,3,3,206.42857142857142,197.51111111111112,8.917460317460296,206.42857142857142,197.51111111111112,8.917460317460296,0.5,0.3333333333333333,0.3333333333333333,0
712832,397,3478,0.75,0.0,0.75,0.0,4,4,198.63636363636363,187.16,11.47636363636363,198.63636363636363,187.16,11.47636363636363,0.5,0.75,0.75,1
712833,2593,1001,0.5,0.5,0.5,0.5,4,4,188.86666666666667,199.425,-10.558333333333337,188.86666666666667,199.425,-10.558333333333337,0.5,0.0,0.0,0
706370,188,2355,0.0,0.0,0.0,0.0,3,3,183.175,174.02857142857144,9.146428571428572,183.175,174.02857142857144,9.146428571428572,0.5,0.0,0.0,1
706371,11058,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,3,205.37142857142857,195.225,10.146428571428572,205.37142857142857,195.225,10.146428571428572,0.5,0.0,0.0,1
724619,12685,20603,0.16666666666666666,0.5,0.2,0.5,6,0,188.01538461538462,0.0,188.01538461538462,189.83636363636364,0.0,189.83636363636364,0.5,-0.33333333333333337,-0.3,1
724620,14137,12784,0.16666666666666666,0.5,0.2,0.5,6,0,189.89333333333335,0.0,189.89333333333335,189.87692307692308,0.0,189.87692307692308,0.5,-0.33333333333333337,-0.3,1
724621,11328,13576,0.5,0.16666666666666666,0.4,0.2,6,6,194.4,186.83636363636364,7.563636363636363,189.35,191.55555555555554,-2.2055555555555486,1.0,0.33333333333333337,0.2,0
724622,13790,11981,0.3333333333333333,0.5,0.2,0.4,6,6,201.68,206.53846153846155,-4.85846153846154,199.30769230769232,204.4909090909091,-5.183216783216778,1.0,-0.16666666666666669,-0.2,0
729664,14419,14478,0.2,0.5,0.2,0.5,5,0,186.82,0.0,186.82,186.82,0.0,186.82,0.5,-0.3,-0.3,1
729665,4915,11232,0.4,0.5,0.4,0.5,5,0,194.7,0.0,194.7,194.7,0.0,194.7,0.5,-0.09999999999999998,-0.09999999999999998,0
706372,5248,2406,0.3333333333333333,0.0,0.3333333333333333,0.0,3,4,191.23333333333332,191.38,-0.14666666666667538,191.23333333333332,191.38,-0.14666666666667538,0.5,0.3333333333333333,0.3333333333333333,1
706373,427,1034,0.25,1.0,0.25,1.0,4,3,176.3111111111111,199.75,-23.438888888888897,176.3111111111111,199.75,-23.438888888888897,0.5,-0.75,-0.75,0
698910,6199,278,0.25,0.5,0.25,0.5,4,4,193.26666666666668,184.96363636363637,8.303030303030312,193.26666666666668,184.96363636363637,8.303030303030312,0.5,-0.25,-0.25,0
724623,1119,12685,0.5,0.2857142857142857,0.4,0.4,6,7,206.11428571428573,192.12,13.994285714285724,202.98333333333332,204.29090909090908,-1.307575757575762,0.5,0.2142857142857143,0.0,1
698911,17,4050,1.0,0.25,1.0,0.25,4,4,203.29090909090908,193.29090909090908,10.0,203.29090909090908,193.29090909090908,10.0,0.5,0.75,0.75,1
724624,1120,14137,0.6666666666666666,0.2857142857142857,0.8,0.4,6,7,208.18571428571428,194.16666666666666,14.019047619047626,212.05454545454546,197.44615384615383,14.608391608391628,0.5,0.38095238095238093,0.4,0
729666,3478,20085,0.0,0.5,0.0,0.5,5,0,185.36923076923077,0.0,185.36923076923077,185.36923076923077,0.0,185.36923076923077,0.5,-0.5,-0.5,0
729667,2593,876,0.4,0.5,0.4,0.5,5,0,181.63636363636363,0.0,181.63636363636363,181.63636363636363,0.0,181.63636363636363,0.5,-0.09999999999999998,-0.09999999999999998,0
706374,120,188,1.0,0.25,1.0,0.25,3,4,215.175,189.8,25.375,215.175,189.8,25.375,0.5,0.75,0.75,0
706375,11058,6961,0.75,0.6666666666666666,0.75,0.6666666666666666,4,3,202.66,198.675,3.984999999999985,202.66,198.675,3.984999999999985,0.5,0.08333333333333337,0.08333333333333337,0
698912,8185,14,0.25,0.5,0.25,0.5,4,4,187.12,192.16,-5.039999999999992,187.12,192.16,-5.039999999999992,0.5,-0.25,-0.25,0
724625,20603,13790,0.0,0.2857142857142857,0.0,0.2,1,7,181.7,200.03333333333333,-18.333333333333343,181.7,197.7076923076923,-16.00769230769231,0.5,-0.2857142857142857,-0.2,0
698913,918,5448,0.5,0.5,0.5,0.5,4,4,206.06,196.0,10.060000000000002,206.06,196.0,10.060000000000002,0.5,0.0,0.0,1
724626,12784,11328,0.0,0.42857142857142855,0.0,0.4,1,7,197.33333333333334,198.2235294117647,-0.8901960784313587,197.33333333333334,198.8153846153846,-1.482051282051259,0.5,-0.42857142857142855,-0.4,0
729668,1184,14419,0.6,0.3333333333333333,0.6,0.4,5,6,196.98461538461538,189.96923076923076,7.015384615384619,196.98461538461538,189.38181818181818,7.6027972027972055,0.5,0.26666666666666666,0.19999999999999996,1
729669,6392,11232,0.4,1.0,0.4,1.0,5,1,191.26,201.0,-9.740000000000009,191.26,201.0,-9.740000000000009,0.5,-0.6,-0.6,1
706376,2355,2,0.0,0.5,0.0,0.5,4,4,175.57777777777778,196.16363636363636,-20.585858585858574,175.57777777777778,196.16363636363636,-20.585858585858574,0.5,-0.5,-0.5,1
706377,2359,7386,0.75,0.75,0.75,0.75,4,4,206.3,213.11111111111111,-6.811111111111103,206.3,213.11111111111111,-6.811111111111103,0.5,0.0,0.0,1
724627,1120,13790,0.5714285714285714,0.375,0.6,0.4,7,8,208.275,201.0,7.275000000000006,208.25454545454545,201.04285714285714,7.211688311688306,0.5,0.1964285714285714,0.19999999999999996,1
698914,11229,624,0.75,0.75,0.75,0.75,4,4,202.87272727272727,210.37777777777777,-7.505050505050491,202.87272727272727,210.37777777777777,-7.505050505050491,0.5,0.0,0.0,1
698915,11060,878,0.5,0.25,0.5,0.25,4,4,203.0,195.12,7.8799999999999955,203.0,195.12,7.8799999999999955,0.5,0.25,0.25,0
724628,12685,11328,0.25,0.5,0.4,0.4,8,8,191.1,199.96842105263158,-8.86842105263159,202.51666666666668,201.41538461538462,1.1012820512820554,0.0,-0.25,0.0,1
729670,1001,20085,0.6,1.0,0.6,1.0,5,1,205.18,215.3,-10.120000000000005,205.18,215.3,-10.120000000000005,0.5,-0.4,-0.4,0
729671,12694,876,0.4,1.0,0.4,1.0,5,1,193.0,180.8,12.199999999999989,193.0,180.8,12.199999999999989,0.5,-0.6,-0.6,0
706378,5248,1034,0.5,1.0,0.5,1.0,4,4,191.45,202.94,-11.490000000000009,191.45,202.94,-11.490000000000009,0.5,-0.5,-0.5,0
706379,6961,120,0.75,0.75,0.75,0.75,4,4,205.24,209.3,-4.060000000000002,205.24,209.3,-4.060000000000002,0.5,0.0,0.0,0
724629,1119,13576,0.5714285714285714,0.2857142857142857,0.6,0.4,7,7,208.83529411764707,186.55714285714285,22.278151260504217,207.71666666666667,193.6,14.116666666666674,0.5,0.2857142857142857,0.19999999999999996,1
724630,14137,11981,0.375,0.5714285714285714,0.4,0.4,8,7,193.96,205.9875,-12.027500000000003,196.01666666666668,202.27272727272728,-6.2560606060606005,0.0,-0.1964285714285714,0.0,1
724631,13576,1120,0.25,0.625,0.4,0.6,8,8,187.2875,208.89473684210526,-21.607236842105266,195.48888888888888,207.23333333333332,-11.74444444444444,0.0,-0.375,-0.19999999999999996,1
724632,11981,12685,0.5,0.3333333333333333,0.4,0.6,8,9,206.92631578947368,193.95,12.976315789473688,208.43333333333334,205.96363636363637,2.469696969696969,0.5,0.16666666666666669,-0.19999999999999996,0
724633,1119,14137,0.625,0.4444444444444444,0.8,0.6,8,9,208.06315789473683,195.0608695652174,13.002288329519445,209.88333333333333,199.31666666666666,10.566666666666663,1.0,0.18055555555555558,0.20000000000000007,0
724634,13576,12685,0.3333333333333333,0.4,0.6,0.8,9,10,191.15555555555557,196.23478260869564,-5.079227053140073,202.35555555555555,209.3,-6.944444444444457,1.0,-0.06666666666666671,-0.20000000000000007,0
729674,12694,14478,0.3333333333333333,0.0,0.2,0.0,6,1,190.01333333333332,198.0,-7.986666666666679,186.23333333333332,198.0,-11.76666666666668,0.5,0.3333333333333333,0.2,0
729675,1001,4915,0.5,0.3333333333333333,0.6,0.2,6,6,198.93846153846152,195.16,3.778461538461528,196.98181818181817,191.2153846153846,5.766433566433562,0.5,0.16666666666666669,0.39999999999999997,1
730535,8185,19189,0.2,0.5,0.2,0.5,5,0,186.86666666666667,0.0,186.86666666666667,186.86666666666667,0.0,186.86666666666667,0.5,-0.3,-0.3,1
730536,878,623,0.4,0.5,0.4,0.5,5,0,199.13846153846154,0.0,199.13846153846154,199.13846153846154,0.0,199.13846153846154,0.5,-0.09999999999999998,-0.09999999999999998,0
729676,11232,3478,0.5,0.0,0.5,0.0,2,6,193.9,184.92,8.980000000000018,193.9,184.73333333333332,9.166666666666686,0.5,0.5,0.5,1
729677,14419,2593,0.2857142857142857,0.3333333333333333,0.4,0.2,7,6,188.92,184.35714285714286,4.562857142857126,192.38181818181818,180.55,11.831818181818164,0.0,-0.047619047619047616,0.2,0
729742,2355,22142,0.2,0.5,0.2,0.5,5,0,179.61666666666667,0.0,179.61666666666667,179.61666666666667,0.0,179.61666666666667,0.5,-0.3,-0.3,1
729743,427,11001,0.2,0.5,0.2,0.5,5,0,176.3090909090909,0.0,176.3090909090909,176.3090909090909,0.0,176.3090909090909,0.5,-0.3,-0.3,1
724639,12064,13576,1.0,0.3,1.0,0.4,6,10,208.66666666666666,193.45,15.216666666666669,206.12,201.53333333333333,4.586666666666673,1.0,0.7,0.6,0
